actor_id,type,frame,speed (m/s),heading (rad),yaw_rate (rad/s)
6f6da3251c4c4398b45e47aeb030682b,barrier,45,0.04,1.191,0.0
6f6da3251c4c4398b45e47aeb030682b,barrier,46,0.04,1.191,0.0
6f6da3251c4c4398b45e47aeb030682b,barrier,47,0.04,1.191,0.0
6f6da3251c4c4398b45e47aeb030682b,barrier,48,0.04,1.191,0.0
6f6da3251c4c4398b45e47aeb030682b,barrier,49,0.04,1.191,0.0
6f6da3251c4c4398b45e47aeb030682b,barrier,50,0.04,1.191,0.0
6f6da3251c4c4398b45e47aeb030682b,barrier,51,0.04,1.191,0.0
6f6da3251c4c4398b45e47aeb030682b,barrier,52,0.04,1.191,0.0
6f6da3251c4c4398b45e47aeb030682b,barrier,53,0.04,1.191,0.0
6f6da3251c4c4398b45e47aeb030682b,barrier,54,0.04,1.191,0.0
6f6da3251c4c4398b45e47aeb030682b,barrier,55,0.04,1.191,0.0
6f6da3251c4c4398b45e47aeb030682b,barrier,56,0.04,1.191,0.0
6f6da3251c4c4398b45e47aeb030682b,barrier,57,0.04,1.191,0.0
6f6da3251c4c4398b45e47aeb030682b,barrier,58,0.04,1.191,0.0
6f6da3251c4c4398b45e47aeb030682b,barrier,59,0.04,1.191,0.0
6f6da3251c4c4398b45e47aeb030682b,barrier,60,0.0,1.191,0.0
6f6da3251c4c4398b45e47aeb030682b,barrier,61,0.0,1.191,0.0
6f6da3251c4c4398b45e47aeb030682b,barrier,62,0.0,1.191,0.0
6f6da3251c4c4398b45e47aeb030682b,barrier,63,0.0,1.191,0.0
6f6da3251c4c4398b45e47aeb030682b,barrier,64,0.0,1.191,0.0
6f6da3251c4c4398b45e47aeb030682b,barrier,65,0.0,1.191,0.0
6f6da3251c4c4398b45e47aeb030682b,barrier,66,0.0,1.191,0.0
6f6da3251c4c4398b45e47aeb030682b,barrier,67,0.0,1.191,0.0
6f6da3251c4c4398b45e47aeb030682b,barrier,68,0.0,1.191,0.0
6f6da3251c4c4398b45e47aeb030682b,barrier,69,0.0,1.191,0.0
6f6da3251c4c4398b45e47aeb030682b,barrier,70,0.0,1.191,0.0
6f6da3251c4c4398b45e47aeb030682b,barrier,71,0.0,1.191,0.0
6f6da3251c4c4398b45e47aeb030682b,barrier,72,0.0,1.191,0.0
6f6da3251c4c4398b45e47aeb030682b,barrier,73,0.0,1.191,0.0
6f6da3251c4c4398b45e47aeb030682b,barrier,74,0.0,1.191,0.0
6f6da3251c4c4398b45e47aeb030682b,barrier,75,0.05,1.191,0.0
6f6da3251c4c4398b45e47aeb030682b,barrier,76,0.05,1.191,0.0
6f6da3251c4c4398b45e47aeb030682b,barrier,77,0.05,1.191,0.0
6f6da3251c4c4398b45e47aeb030682b,barrier,78,0.05,1.191,0.0
6f6da3251c4c4398b45e47aeb030682b,barrier,79,0.05,1.191,0.0
6f6da3251c4c4398b45e47aeb030682b,barrier,80,0.05,1.191,0.0
6f6da3251c4c4398b45e47aeb030682b,barrier,81,0.05,1.191,0.0
6f6da3251c4c4398b45e47aeb030682b,barrier,82,0.05,1.191,0.0
6f6da3251c4c4398b45e47aeb030682b,barrier,83,0.05,1.191,0.0
6f6da3251c4c4398b45e47aeb030682b,barrier,84,0.05,1.191,0.0
6f6da3251c4c4398b45e47aeb030682b,barrier,85,0.05,1.191,0.0
6f6da3251c4c4398b45e47aeb030682b,barrier,86,0.05,1.191,0.0
6f6da3251c4c4398b45e47aeb030682b,barrier,87,0.05,1.191,0.0
6f6da3251c4c4398b45e47aeb030682b,barrier,88,0.05,1.191,0.0
6f6da3251c4c4398b45e47aeb030682b,barrier,89,0.05,1.191,0.0
6f6da3251c4c4398b45e47aeb030682b,barrier,90,0.05,1.191,0.0
6f6da3251c4c4398b45e47aeb030682b,barrier,91,0.05,1.191,0.0
6f6da3251c4c4398b45e47aeb030682b,barrier,92,0.05,1.191,0.0
6f6da3251c4c4398b45e47aeb030682b,barrier,93,0.05,1.191,0.0
6f6da3251c4c4398b45e47aeb030682b,barrier,94,0.05,1.191,0.0
6f6da3251c4c4398b45e47aeb030682b,barrier,95,0.05,1.191,0.0
6f6da3251c4c4398b45e47aeb030682b,barrier,96,0.05,1.191,0.0
6f6da3251c4c4398b45e47aeb030682b,barrier,97,0.05,1.191,0.0
6f6da3251c4c4398b45e47aeb030682b,barrier,98,0.05,1.191,0.0
6f6da3251c4c4398b45e47aeb030682b,barrier,99,0.05,1.191,0.0
6f6da3251c4c4398b45e47aeb030682b,barrier,100,0.01,1.191,0.0
6f6da3251c4c4398b45e47aeb030682b,barrier,101,0.01,1.191,0.0
6f6da3251c4c4398b45e47aeb030682b,barrier,102,0.01,1.191,0.0
6f6da3251c4c4398b45e47aeb030682b,barrier,103,0.01,1.191,0.0
6f6da3251c4c4398b45e47aeb030682b,barrier,104,0.01,1.191,0.0
6f6da3251c4c4398b45e47aeb030682b,barrier,105,0.01,1.191,0.0
6f6da3251c4c4398b45e47aeb030682b,barrier,106,0.01,1.191,0.0
6f6da3251c4c4398b45e47aeb030682b,barrier,107,0.01,1.191,0.0
6f6da3251c4c4398b45e47aeb030682b,barrier,108,0.01,1.191,0.0
6f6da3251c4c4398b45e47aeb030682b,barrier,109,0.01,1.191,0.0
6f6da3251c4c4398b45e47aeb030682b,barrier,110,0.01,1.191,0.0
6f6da3251c4c4398b45e47aeb030682b,barrier,111,0.01,1.191,0.0
6f6da3251c4c4398b45e47aeb030682b,barrier,112,0.01,1.191,0.0
6f6da3251c4c4398b45e47aeb030682b,barrier,113,0.01,1.191,0.0
6f6da3251c4c4398b45e47aeb030682b,barrier,114,0.01,1.191,0.0
6f6da3251c4c4398b45e47aeb030682b,barrier,115,0.01,1.191,0.0
6f6da3251c4c4398b45e47aeb030682b,barrier,116,0.01,1.191,0.0
6f6da3251c4c4398b45e47aeb030682b,barrier,117,0.01,1.191,0.0
6f6da3251c4c4398b45e47aeb030682b,barrier,118,0.01,1.191,0.0
6f6da3251c4c4398b45e47aeb030682b,barrier,119,0.01,1.191,0.0
6f6da3251c4c4398b45e47aeb030682b,barrier,120,0.01,1.191,0.0
6f6da3251c4c4398b45e47aeb030682b,barrier,121,0.01,1.191,0.0
6f6da3251c4c4398b45e47aeb030682b,barrier,122,0.01,1.191,0.0
6f6da3251c4c4398b45e47aeb030682b,barrier,123,0.01,1.191,0.0
6f6da3251c4c4398b45e47aeb030682b,barrier,124,0.01,1.191,0.0
6f6da3251c4c4398b45e47aeb030682b,barrier,125,0.0,1.191,0.0
6f6da3251c4c4398b45e47aeb030682b,barrier,126,0.0,1.191,0.0
6f6da3251c4c4398b45e47aeb030682b,barrier,127,0.0,1.191,0.0
6f6da3251c4c4398b45e47aeb030682b,barrier,128,0.0,1.191,0.0
6f6da3251c4c4398b45e47aeb030682b,barrier,129,0.0,1.191,0.0
6f6da3251c4c4398b45e47aeb030682b,barrier,130,0.0,1.191,0.0
6f6da3251c4c4398b45e47aeb030682b,barrier,131,0.0,1.191,0.0
6f6da3251c4c4398b45e47aeb030682b,barrier,132,0.0,1.191,0.0
6f6da3251c4c4398b45e47aeb030682b,barrier,133,0.0,1.191,0.0
6f6da3251c4c4398b45e47aeb030682b,barrier,134,0.0,1.191,0.0
6f6da3251c4c4398b45e47aeb030682b,barrier,135,0.0,1.191,0.0
6f6da3251c4c4398b45e47aeb030682b,barrier,136,0.0,1.191,0.0
6f6da3251c4c4398b45e47aeb030682b,barrier,137,0.0,1.191,0.0
6f6da3251c4c4398b45e47aeb030682b,barrier,138,0.0,1.191,0.0
6f6da3251c4c4398b45e47aeb030682b,barrier,139,0.0,1.191,0.0
6f6da3251c4c4398b45e47aeb030682b,barrier,140,0.0,1.191,0.0
6f6da3251c4c4398b45e47aeb030682b,barrier,141,0.0,1.191,0.0
6f6da3251c4c4398b45e47aeb030682b,barrier,142,0.0,1.191,0.0
6f6da3251c4c4398b45e47aeb030682b,barrier,143,0.0,1.191,0.0
6f6da3251c4c4398b45e47aeb030682b,barrier,144,0.0,1.191,0.0
6f6da3251c4c4398b45e47aeb030682b,barrier,145,0.02,1.191,0.0
6f6da3251c4c4398b45e47aeb030682b,barrier,146,0.02,1.191,0.0
6f6da3251c4c4398b45e47aeb030682b,barrier,147,0.02,1.191,0.0
6f6da3251c4c4398b45e47aeb030682b,barrier,148,0.02,1.191,0.0
6f6da3251c4c4398b45e47aeb030682b,barrier,149,0.02,1.191,0.0
6f6da3251c4c4398b45e47aeb030682b,barrier,150,0.02,1.191,0.0
6f6da3251c4c4398b45e47aeb030682b,barrier,151,0.02,1.191,0.0
6f6da3251c4c4398b45e47aeb030682b,barrier,152,0.02,1.191,0.0
6f6da3251c4c4398b45e47aeb030682b,barrier,153,0.02,1.191,0.0
6f6da3251c4c4398b45e47aeb030682b,barrier,154,0.02,1.191,0.0
6f6da3251c4c4398b45e47aeb030682b,barrier,155,0.02,1.191,0.0
6f6da3251c4c4398b45e47aeb030682b,barrier,156,0.02,1.191,0.0
6f6da3251c4c4398b45e47aeb030682b,barrier,157,0.02,1.191,0.0
6f6da3251c4c4398b45e47aeb030682b,barrier,158,0.02,1.191,0.0
6f6da3251c4c4398b45e47aeb030682b,barrier,159,0.02,1.191,0.0
6f6da3251c4c4398b45e47aeb030682b,barrier,160,0.02,1.191,0.0
6f6da3251c4c4398b45e47aeb030682b,barrier,161,0.02,1.191,0.0
6f6da3251c4c4398b45e47aeb030682b,barrier,162,0.02,1.191,0.0
6f6da3251c4c4398b45e47aeb030682b,barrier,163,0.02,1.191,0.0
6f6da3251c4c4398b45e47aeb030682b,barrier,164,0.02,1.191,0.0
6f6da3251c4c4398b45e47aeb030682b,barrier,165,0.02,1.191,0.0
6f6da3251c4c4398b45e47aeb030682b,barrier,166,0.02,1.191,0.0
6f6da3251c4c4398b45e47aeb030682b,barrier,167,0.02,1.191,0.0
6f6da3251c4c4398b45e47aeb030682b,barrier,168,0.02,1.191,0.0
6f6da3251c4c4398b45e47aeb030682b,barrier,169,0.02,1.191,0.0
6f6da3251c4c4398b45e47aeb030682b,barrier,170,0.02,1.191,0.0
6f6da3251c4c4398b45e47aeb030682b,barrier,171,0.02,1.191,0.0
6f6da3251c4c4398b45e47aeb030682b,barrier,172,0.02,1.191,0.0
6f6da3251c4c4398b45e47aeb030682b,barrier,173,0.02,1.191,0.0
6f6da3251c4c4398b45e47aeb030682b,barrier,174,0.02,1.191,0.0
6f6da3251c4c4398b45e47aeb030682b,barrier,175,0.02,1.191,0.0
6f6da3251c4c4398b45e47aeb030682b,barrier,176,0.02,1.191,0.0
6f6da3251c4c4398b45e47aeb030682b,barrier,177,0.02,1.191,0.0
6f6da3251c4c4398b45e47aeb030682b,barrier,178,0.02,1.191,0.0
6f6da3251c4c4398b45e47aeb030682b,barrier,179,0.02,1.191,0.0
6f6da3251c4c4398b45e47aeb030682b,barrier,180,0.0,1.191,0.0
6f6da3251c4c4398b45e47aeb030682b,barrier,181,0.0,1.191,0.0
6f6da3251c4c4398b45e47aeb030682b,barrier,182,0.0,1.191,0.0
6f6da3251c4c4398b45e47aeb030682b,barrier,183,0.0,1.191,0.0
6f6da3251c4c4398b45e47aeb030682b,barrier,184,0.0,1.191,0.0
6f6da3251c4c4398b45e47aeb030682b,barrier,185,0.0,1.191,0.0
6f6da3251c4c4398b45e47aeb030682b,barrier,186,0.0,0.0,-11.911
6f6da3251c4c4398b45e47aeb030682b,barrier,187,0.0,0.0,0.0
6f6da3251c4c4398b45e47aeb030682b,barrier,188,0.0,0.0,0.0
6f6da3251c4c4398b45e47aeb030682b,barrier,189,0.0,0.0,0.0
6f6da3251c4c4398b45e47aeb030682b,barrier,190,0.0,0.0,0.0
c38e6667f26a4fb5a6b2f2ce9a61ad5b,barrier,0,0.0,0.0,0.0
c38e6667f26a4fb5a6b2f2ce9a61ad5b,barrier,1,0.0,0.0,0.0
c38e6667f26a4fb5a6b2f2ce9a61ad5b,barrier,2,0.0,0.0,0.0
c38e6667f26a4fb5a6b2f2ce9a61ad5b,barrier,3,0.0,0.0,0.0
c38e6667f26a4fb5a6b2f2ce9a61ad5b,barrier,4,0.0,0.0,0.0
c38e6667f26a4fb5a6b2f2ce9a61ad5b,barrier,5,0.0,0.0,0.0
c38e6667f26a4fb5a6b2f2ce9a61ad5b,barrier,6,0.0,0.0,0.0
c38e6667f26a4fb5a6b2f2ce9a61ad5b,barrier,7,0.0,0.0,0.0
c38e6667f26a4fb5a6b2f2ce9a61ad5b,barrier,8,0.0,0.0,0.0
c38e6667f26a4fb5a6b2f2ce9a61ad5b,barrier,9,0.0,0.0,0.0
c38e6667f26a4fb5a6b2f2ce9a61ad5b,barrier,10,0.0,0.0,0.0
c38e6667f26a4fb5a6b2f2ce9a61ad5b,barrier,11,0.0,0.0,0.0
c38e6667f26a4fb5a6b2f2ce9a61ad5b,barrier,12,0.0,0.0,0.0
c38e6667f26a4fb5a6b2f2ce9a61ad5b,barrier,13,0.0,0.0,0.0
c38e6667f26a4fb5a6b2f2ce9a61ad5b,barrier,14,0.0,0.0,0.0
c38e6667f26a4fb5a6b2f2ce9a61ad5b,barrier,15,0.0,0.0,0.0
c38e6667f26a4fb5a6b2f2ce9a61ad5b,barrier,16,0.0,0.0,0.0
c38e6667f26a4fb5a6b2f2ce9a61ad5b,barrier,17,0.0,0.0,0.0
c38e6667f26a4fb5a6b2f2ce9a61ad5b,barrier,18,0.0,0.0,0.0
c38e6667f26a4fb5a6b2f2ce9a61ad5b,barrier,19,0.0,0.0,0.0
c38e6667f26a4fb5a6b2f2ce9a61ad5b,barrier,20,0.0,0.0,0.0
c38e6667f26a4fb5a6b2f2ce9a61ad5b,barrier,21,0.0,0.0,0.0
c38e6667f26a4fb5a6b2f2ce9a61ad5b,barrier,22,0.0,0.0,0.0
c38e6667f26a4fb5a6b2f2ce9a61ad5b,barrier,23,0.0,0.0,0.0
c38e6667f26a4fb5a6b2f2ce9a61ad5b,barrier,24,0.0,0.0,0.0
c38e6667f26a4fb5a6b2f2ce9a61ad5b,barrier,25,0.0,0.0,0.0
c38e6667f26a4fb5a6b2f2ce9a61ad5b,barrier,26,0.0,0.0,0.0
c38e6667f26a4fb5a6b2f2ce9a61ad5b,barrier,27,0.0,0.0,0.0
c38e6667f26a4fb5a6b2f2ce9a61ad5b,barrier,28,0.0,0.0,0.0
c38e6667f26a4fb5a6b2f2ce9a61ad5b,barrier,29,0.0,0.0,0.0
c38e6667f26a4fb5a6b2f2ce9a61ad5b,barrier,30,0.0,0.0,0.0
c38e6667f26a4fb5a6b2f2ce9a61ad5b,barrier,31,0.0,0.0,0.0
c38e6667f26a4fb5a6b2f2ce9a61ad5b,barrier,32,0.0,0.0,0.0
c38e6667f26a4fb5a6b2f2ce9a61ad5b,barrier,33,0.0,0.0,0.0
c38e6667f26a4fb5a6b2f2ce9a61ad5b,barrier,34,0.0,0.0,0.0
c38e6667f26a4fb5a6b2f2ce9a61ad5b,barrier,35,0.0,0.0,0.0
c38e6667f26a4fb5a6b2f2ce9a61ad5b,barrier,36,0.0,0.0,0.0
c38e6667f26a4fb5a6b2f2ce9a61ad5b,barrier,37,0.0,0.0,0.0
c38e6667f26a4fb5a6b2f2ce9a61ad5b,barrier,38,0.0,0.0,0.0
c38e6667f26a4fb5a6b2f2ce9a61ad5b,barrier,39,0.0,0.0,0.0
c38e6667f26a4fb5a6b2f2ce9a61ad5b,barrier,40,0.0,0.0,0.0
c38e6667f26a4fb5a6b2f2ce9a61ad5b,barrier,41,0.0,0.0,0.0
c38e6667f26a4fb5a6b2f2ce9a61ad5b,barrier,42,0.0,0.0,0.0
c38e6667f26a4fb5a6b2f2ce9a61ad5b,barrier,43,0.0,0.0,0.0
c38e6667f26a4fb5a6b2f2ce9a61ad5b,barrier,44,0.0,0.0,0.0
c38e6667f26a4fb5a6b2f2ce9a61ad5b,barrier,45,0.0,0.0,0.0
c38e6667f26a4fb5a6b2f2ce9a61ad5b,barrier,46,0.0,0.0,0.0
c38e6667f26a4fb5a6b2f2ce9a61ad5b,barrier,47,0.0,0.0,0.0
c38e6667f26a4fb5a6b2f2ce9a61ad5b,barrier,48,0.0,0.0,0.0
c38e6667f26a4fb5a6b2f2ce9a61ad5b,barrier,49,0.0,0.0,0.0
c38e6667f26a4fb5a6b2f2ce9a61ad5b,barrier,50,0.0,0.0,0.0
c38e6667f26a4fb5a6b2f2ce9a61ad5b,barrier,51,0.0,0.0,0.0
c38e6667f26a4fb5a6b2f2ce9a61ad5b,barrier,52,0.0,0.0,0.0
c38e6667f26a4fb5a6b2f2ce9a61ad5b,barrier,53,0.0,0.0,0.0
c38e6667f26a4fb5a6b2f2ce9a61ad5b,barrier,54,0.0,0.0,0.0
c38e6667f26a4fb5a6b2f2ce9a61ad5b,barrier,55,0.0,0.0,0.0
c38e6667f26a4fb5a6b2f2ce9a61ad5b,barrier,56,0.0,0.0,0.0
c38e6667f26a4fb5a6b2f2ce9a61ad5b,barrier,57,0.0,0.0,0.0
c38e6667f26a4fb5a6b2f2ce9a61ad5b,barrier,58,0.0,0.0,0.0
c38e6667f26a4fb5a6b2f2ce9a61ad5b,barrier,59,0.0,0.0,0.0
c38e6667f26a4fb5a6b2f2ce9a61ad5b,barrier,60,0.0,0.0,0.0
c38e6667f26a4fb5a6b2f2ce9a61ad5b,barrier,61,0.0,0.0,0.0
c38e6667f26a4fb5a6b2f2ce9a61ad5b,barrier,62,0.0,0.0,0.0
c38e6667f26a4fb5a6b2f2ce9a61ad5b,barrier,63,0.0,0.0,0.0
c38e6667f26a4fb5a6b2f2ce9a61ad5b,barrier,64,0.0,0.0,0.0
c38e6667f26a4fb5a6b2f2ce9a61ad5b,barrier,65,0.0,-1.555,-15.546
c38e6667f26a4fb5a6b2f2ce9a61ad5b,barrier,66,0.0,-1.555,0.0
c38e6667f26a4fb5a6b2f2ce9a61ad5b,barrier,67,0.0,-1.555,0.0
c38e6667f26a4fb5a6b2f2ce9a61ad5b,barrier,68,0.0,-1.555,0.0
c38e6667f26a4fb5a6b2f2ce9a61ad5b,barrier,69,0.0,-1.555,0.0
c38e6667f26a4fb5a6b2f2ce9a61ad5b,barrier,70,0.0,-1.555,0.0
c38e6667f26a4fb5a6b2f2ce9a61ad5b,barrier,71,0.0,-1.555,0.0
c38e6667f26a4fb5a6b2f2ce9a61ad5b,barrier,72,0.0,-1.555,0.0
c38e6667f26a4fb5a6b2f2ce9a61ad5b,barrier,73,0.0,-1.555,0.0
c38e6667f26a4fb5a6b2f2ce9a61ad5b,barrier,74,0.0,-1.555,0.0
c38e6667f26a4fb5a6b2f2ce9a61ad5b,barrier,75,0.0,-1.555,0.0
c38e6667f26a4fb5a6b2f2ce9a61ad5b,barrier,76,0.0,-1.555,0.0
c38e6667f26a4fb5a6b2f2ce9a61ad5b,barrier,77,0.0,-1.555,0.0
c38e6667f26a4fb5a6b2f2ce9a61ad5b,barrier,78,0.0,-1.555,0.0
c38e6667f26a4fb5a6b2f2ce9a61ad5b,barrier,79,0.0,-1.555,0.0
c38e6667f26a4fb5a6b2f2ce9a61ad5b,barrier,80,0.0,-1.555,0.0
c38e6667f26a4fb5a6b2f2ce9a61ad5b,barrier,81,0.0,-1.555,0.0
c38e6667f26a4fb5a6b2f2ce9a61ad5b,barrier,82,0.0,-1.555,0.0
c38e6667f26a4fb5a6b2f2ce9a61ad5b,barrier,83,0.0,-1.555,0.0
c38e6667f26a4fb5a6b2f2ce9a61ad5b,barrier,84,0.0,-1.555,0.0
c38e6667f26a4fb5a6b2f2ce9a61ad5b,barrier,85,0.0,-1.555,0.0
c38e6667f26a4fb5a6b2f2ce9a61ad5b,barrier,86,0.0,-1.555,0.0
c38e6667f26a4fb5a6b2f2ce9a61ad5b,barrier,87,0.0,-1.555,0.0
c38e6667f26a4fb5a6b2f2ce9a61ad5b,barrier,88,0.0,-1.555,0.0
c38e6667f26a4fb5a6b2f2ce9a61ad5b,barrier,89,0.0,-1.555,0.0
c38e6667f26a4fb5a6b2f2ce9a61ad5b,barrier,90,0.0,-1.555,0.0
c38e6667f26a4fb5a6b2f2ce9a61ad5b,barrier,91,0.0,-1.555,0.0
c38e6667f26a4fb5a6b2f2ce9a61ad5b,barrier,92,0.0,-1.555,0.0
c38e6667f26a4fb5a6b2f2ce9a61ad5b,barrier,93,0.0,-1.555,0.0
c38e6667f26a4fb5a6b2f2ce9a61ad5b,barrier,94,0.0,-1.555,0.0
c38e6667f26a4fb5a6b2f2ce9a61ad5b,barrier,95,0.0,-1.555,0.0
c38e6667f26a4fb5a6b2f2ce9a61ad5b,barrier,96,0.0,-1.555,0.0
c38e6667f26a4fb5a6b2f2ce9a61ad5b,barrier,97,0.0,-1.555,0.0
c38e6667f26a4fb5a6b2f2ce9a61ad5b,barrier,98,0.0,-1.555,0.0
c38e6667f26a4fb5a6b2f2ce9a61ad5b,barrier,99,0.0,-1.555,0.0
c38e6667f26a4fb5a6b2f2ce9a61ad5b,barrier,100,0.0,-1.555,0.0
c38e6667f26a4fb5a6b2f2ce9a61ad5b,barrier,101,0.0,-1.555,0.0
c38e6667f26a4fb5a6b2f2ce9a61ad5b,barrier,102,0.0,-1.555,0.0
c38e6667f26a4fb5a6b2f2ce9a61ad5b,barrier,103,0.0,-1.555,0.0
c38e6667f26a4fb5a6b2f2ce9a61ad5b,barrier,104,0.0,-1.555,0.0
c38e6667f26a4fb5a6b2f2ce9a61ad5b,barrier,105,0.0,-1.555,0.0
c38e6667f26a4fb5a6b2f2ce9a61ad5b,barrier,106,0.0,-1.555,0.0
c38e6667f26a4fb5a6b2f2ce9a61ad5b,barrier,107,0.0,-1.555,0.0
c38e6667f26a4fb5a6b2f2ce9a61ad5b,barrier,108,0.0,-1.555,0.0
c38e6667f26a4fb5a6b2f2ce9a61ad5b,barrier,109,0.0,-1.555,0.0
c38e6667f26a4fb5a6b2f2ce9a61ad5b,barrier,110,0.0,-1.555,0.0
c38e6667f26a4fb5a6b2f2ce9a61ad5b,barrier,111,0.0,-1.555,0.0
c38e6667f26a4fb5a6b2f2ce9a61ad5b,barrier,112,0.0,-1.555,0.0
c38e6667f26a4fb5a6b2f2ce9a61ad5b,barrier,113,0.0,-1.555,0.0
c38e6667f26a4fb5a6b2f2ce9a61ad5b,barrier,114,0.0,-1.555,0.0
c38e6667f26a4fb5a6b2f2ce9a61ad5b,barrier,115,0.0,-1.555,0.0
c38e6667f26a4fb5a6b2f2ce9a61ad5b,barrier,116,0.0,-0.0,15.546
c38e6667f26a4fb5a6b2f2ce9a61ad5b,barrier,117,0.0,-0.0,0.0
c38e6667f26a4fb5a6b2f2ce9a61ad5b,barrier,118,0.0,-0.0,0.0
c38e6667f26a4fb5a6b2f2ce9a61ad5b,barrier,119,0.0,-0.0,0.0
c38e6667f26a4fb5a6b2f2ce9a61ad5b,barrier,120,0.0,0.0,0.0
c38e6667f26a4fb5a6b2f2ce9a61ad5b,barrier,121,0.0,0.0,0.0
c38e6667f26a4fb5a6b2f2ce9a61ad5b,barrier,122,0.0,0.0,0.0
c38e6667f26a4fb5a6b2f2ce9a61ad5b,barrier,123,0.0,0.0,0.0
c38e6667f26a4fb5a6b2f2ce9a61ad5b,barrier,124,0.0,0.0,0.0
c38e6667f26a4fb5a6b2f2ce9a61ad5b,barrier,125,0.0,0.0,0.0
c38e6667f26a4fb5a6b2f2ce9a61ad5b,barrier,126,0.0,0.0,0.0
c38e6667f26a4fb5a6b2f2ce9a61ad5b,barrier,127,0.0,0.0,0.0
c38e6667f26a4fb5a6b2f2ce9a61ad5b,barrier,128,0.0,0.0,0.0
c38e6667f26a4fb5a6b2f2ce9a61ad5b,barrier,129,0.0,0.0,0.0
c38e6667f26a4fb5a6b2f2ce9a61ad5b,barrier,130,0.0,0.0,0.0
c38e6667f26a4fb5a6b2f2ce9a61ad5b,barrier,131,0.0,0.0,0.0
c38e6667f26a4fb5a6b2f2ce9a61ad5b,barrier,132,0.0,0.0,0.0
c38e6667f26a4fb5a6b2f2ce9a61ad5b,barrier,133,0.0,0.0,0.0
c38e6667f26a4fb5a6b2f2ce9a61ad5b,barrier,134,0.0,0.0,0.0
